(1,0,2,2)
(2,0,2,2)
(3,0,2,2)
(4,0,2,2)
(5,0,2,2)
(6,0,2,2)
(7,0,2,2)
(8,0,2,2)
(9,0,2,2)
(10,0,2,2)
(11,0,1,1)
(12,0,1,1)
(13,0,1,1)
(14,0,1,1)
(15,0,1,1)
(16,0,1,1)
(17,0,1,1)
(18,0,1,1)
(19,0,1,1)
(20,0,1,1)
(21,0,1,1)
(22,0,1,1)
(23,0,1,1)
(24,0,1,1)
(25,0,1,1)
(1,1,2,2)
(2,1,2,2)
(3,1,2,2)
(4,1,2,2)
(5,1,2,2)
(6,1,2,2)
(7,1,2,2)
(8,1,2,2)
(9,1,2,2)
(10,1,2,2)
(11,1,1,1)
(12,1,1,1)
(13,1,1,1)
(14,1,1,1)
(15,1,1,1)
(16,1,1,1)
(17,1,1,1)
(18,1,1,1)
(19,1,1,1)
(20,1,1,1)
(21,1,1,1)
(22,1,1,1)
(23,1,1,1)
(24,1,1,1)
(25,1,1,1)
(26,0,1,0)
(27,0,1,0)
(28,0,1,0)
(29,0,1,0)
(30,0,1,0)
(31,0,0,0)
(32,0,0,0)
(33,0,0,0)
(34,0,0,0)
(35,0,0,0)
(36,0,0,0)
(37,0,0,0)
(38,0,0,0)
(39,0,0,0)
(40,0,0,0)
(26,1,1,0)
(27,1,1,0)
(28,1,1,0)
(29,1,1,0)
(30,1,1,0)
(31,1,0,0)
(32,1,0,0)
(33,1,0,0)
(34,1,0,0)
(35,1,0,0)
(36,1,0,0)
(37,1,0,0)
(38,1,0,0)
(39,1,0,0)
(40,1,0,0)
(41,0,1,1)
(42,0,1,1)
(43,0,1,1)
(44,0,1,1)
(45,0,1,1)
(46,0,1,1)
(47,0,1,1)
(48,0,1,1)
(49,0,1,1)
(50,0,2,2)
(51,0,2,2)
(52,0,2,2)
(53,0,2,2)
(54,0,2,2)
(55,0,2,2)
(56,0,2,2)
(57,0,2,2)
(58,0,2,2)
(59,0,2,2)
(60,0,2,2)
(41,1,1,1)
(42,1,1,1)
(43,1,1,1)
(44,1,1,1)
(45,1,1,1)
(46,1,1,1)
(47,1,1,1)
(48,1,1,1)
(49,1,1,1)
(50,1,1,1)
(51,1,2,2)
(52,1,2,2)
(53,1,2,2)
(54,1,2,2)
(55,1,2,2)
(56,1,2,2)
(57,1,2,2)
(58,1,2,2)
(59,1,2,2)
(60,1,2,2)
